noun,gender,lang
targette,feminine,French
targumiste,feminine,French
tarière,feminine,French
taroupe,feminine,French
Tarraconaise,feminine,French
Tarraconnaise,feminine,French
tarsalgie,feminine,French
tartare,feminine,French
Tartare,feminine,French
tarte,feminine,French
tartelette,feminine,French
tarterie,feminine,French
tartuferie,feminine,French
tartuffe,feminine,French
tartufferie,feminine,French
Tasmanie,feminine,French
tatane,feminine,French
Tatare,feminine,French
tatoueuse,feminine,French
tatouille,feminine,French
taularde,feminine,French
taule,feminine,French
taure,feminine,French
tauromachie,feminine,French
tautochrone,feminine,French
tautologie,feminine,French
tavaïolle,feminine,French
tavelure,feminine,French
tavernière,feminine,French
taxation,feminine,French
taxe,feminine,French
Saame,masculine,French
sabir,masculine,French
sablage,masculine,French
sablé,masculine,French
sablier,masculine,French
sabordage,masculine,French
sabot,masculine,French
sabotage,masculine,French
saboteur,masculine,French
sabrage,masculine,French
sabre,masculine,French
Sabri,masculine,French
sac,masculine,French
saccage,masculine,French
saccageur,masculine,French
saccaride,masculine,French
saccharate,masculine,French
saccharificateur,masculine,French
saccharinate,masculine,French
saccharose,masculine,French
saccule,masculine,French
sachant,masculine,French
sachem,masculine,French
sacqueboute,masculine,French
sacripant,masculine,French
sacristain,masculine,French
sadique,masculine,French
sadiste,masculine,French
sado,masculine,French
sadomasochiste,masculine,French
saducéen,masculine,French
safoutier,masculine,French
sage,masculine,French
sagittaire,masculine,French
sagou,masculine,French
sagouin,masculine,French
Saguenéen,masculine,French
saïga,masculine,French
saignement,masculine,French
saigneur,masculine,French
sainbois,masculine,French
saint,masculine,French
Sainty,masculine,French
saisissement,masculine,French
Salacrou,masculine,French
saladier,masculine,French
salafasciste,masculine,French
salafisme,masculine,French
salafiste,masculine,French
salage,masculine,French
salaire,masculine,French
salaisonnier,masculine,French
Salat,masculine,French
salaud,masculine,French
saleur,masculine,French
salicylate,masculine,French
salicyline,masculine,French
uberisation,feminine,French
ubérisation,feminine,French
ubiquité,feminine,French
uchronie,feminine,French
ufologie,feminine,French
ufologue,feminine,French
ukrainophone,feminine,French
ulcération,feminine,French
ulmine,feminine,French
ultra,feminine,French
ultracentrifugation,feminine,French
ultrafiltration,feminine,French
ultragauche,feminine,French
ultragauchiste,feminine,French
ultranationalisme,feminine,French
ulve,feminine,French
unanimiste,feminine,French
unanimité,feminine,French
une,feminine,French
uni,feminine,French
uniate,feminine,French
unibrassiste,feminine,French
unicité,feminine,French
unicycliste,feminine,French
unification,feminine,French
uniformisation,feminine,French
uniformité,feminine,French
unijambiste,feminine,French
union,feminine,French
Union,feminine,French
unipolarité,feminine,French
unisexualité,feminine,French
unitarité,feminine,French
unité,feminine,French
univ,feminine,French
univerbation,feminine,French
universalisation,feminine,French
universaliste,feminine,French
universalité,feminine,French
universitaire,feminine,French
université,feminine,French
univocité,feminine,French
uple,feminine,French
Uranie,feminine,French
uranie,feminine,French
uraninite,feminine,French
uraniste,feminine,French
uranographie,feminine,French
uranologie,feminine,French
uranoplastie,feminine,French
urbanisation,feminine,French
urbaniste,feminine,French
urbanité,feminine,French
uréase,feminine,French
urémie,feminine,French
uréotélie,feminine,French
urétérite,feminine,French
urétérostomie,feminine,French
urétrite,feminine,French
urgentiste,feminine,French
urgentologie,feminine,French
urgentologue,feminine,French
uricémie,feminine,French
uricotélie,feminine,French
uricotélisme,feminine,French
urine,feminine,French
urne,feminine,French
urobiline,feminine,French
urobilinurie,feminine,French
urographie,feminine,French
urolagnie,feminine,French
urologie,feminine,French
urologiste,feminine,French
urologue,feminine,French
urophile,feminine,French
urophilie,feminine,French
ursuline,feminine,French
urticacée,feminine,French
urticaire,feminine,French
urtication,feminine,French
Uruguayenne,feminine,French
usagère,feminine,French
usance,feminine,French
usine,feminine,French
usnée,feminine,French
usucapion,feminine,French
usure,feminine,French
usurpation,feminine,French
utéroscopie,feminine,French
utilisation,feminine,French
utilité,feminine,French
utopie,feminine,French
utopiste,feminine,French
Utrecht,feminine,French
utriculaire,feminine,French
uvée,feminine,French
uvéite,feminine,French
uvre,feminine,French
uvula,feminine,French
uvule,feminine,French
vacance,feminine,French
vacataire,feminine,French
vacation,feminine,French
vaccination,feminine,French
vaccinide,feminine,French
vaccinoïde,feminine,French
vaccinologie,feminine,French
vaccinologue,feminine,French
vaccinothérapie,feminine,French
vache,feminine,French
vachère,feminine,French
vacherie,feminine,French
vachette,feminine,French
vacillation,feminine,French
vacuité,feminine,French
vacuole,feminine,French
vacuolisation,feminine,French
vacuome,feminine,French
vadrouille,feminine,French
vagabonde,feminine,French
vagine,feminine,French
vaginite,feminine,French
vaginoplastie,feminine,French
vagotonie,feminine,French
vague,feminine,French
vaguelette,feminine,French
vahiné,feminine,French
vaillance,feminine,French
vainqueuse,feminine,French
vaisselle,feminine,French
Valachie,feminine,French
Valaque,feminine,French
valentinite,feminine,French
valéral,feminine,French
valérianacée,feminine,French
valériane,feminine,French
valérianelle,feminine,French
Valérie,feminine,French
valérine,feminine,French
tabac,masculine,French
tabarnaque,masculine,French
tabassage,masculine,French
tableur,masculine,French
taboule,masculine,French
taboune,masculine,French
tac,masculine,French
tachiste,masculine,French
tachygraphe,masculine,French
tacticien,masculine,French
taekwondo,masculine,French
taekwondoïste,masculine,French
tæniasis,masculine,French
tafia,masculine,French
tag,masculine,French
tagalog,masculine,French
Tage,masculine,French
tagète,masculine,French
tagine,masculine,French
tagueur,masculine,French
Tahitien,masculine,French
taillable,masculine,French
taillandier,masculine,French
tailleur,masculine,French
Taïwanais,masculine,French
tajine,masculine,French
takfiri,masculine,French
takfirisme,masculine,French
talmellier,masculine,French
Talmud,masculine,French
talmud,masculine,French
talmudiste,masculine,French
talon,masculine,French
talonnage,masculine,French
talonneur,masculine,French
Talouch,masculine,French
talweg,masculine,French
tamandua,masculine,French
tamarin,masculine,French
tamarinier,masculine,French
tambourinage,masculine,French
tambourinaire,masculine,French
tamisage,masculine,French
tamoul,masculine,French
Tamoul,masculine,French
tamponnage,masculine,French
tamtam,masculine,French
tan,masculine,French
tank,masculine,French
tankiste,masculine,French
tannage,masculine,French
tanneur,masculine,French
tantale,masculine,French
tantinet,masculine,French
taôiste,masculine,French
tapage,masculine,French
tapageur,masculine,French
tapecul,masculine,French
vacance,feminine,French
vacataire,feminine,French
vacation,feminine,French
vaccination,feminine,French
vaccinide,feminine,French
vaccinoïde,feminine,French
vaccinologie,feminine,French
vaccinologue,feminine,French
vaccinothérapie,feminine,French
vache,feminine,French
vachère,feminine,French
vacherie,feminine,French
vachette,feminine,French
vacillation,feminine,French
vacuité,feminine,French
vacuole,feminine,French
vacuolisation,feminine,French
vacuome,feminine,French
vadrouille,feminine,French
vagabonde,feminine,French
vagine,feminine,French
vaginite,feminine,French
vaginoplastie,feminine,French
vagotonie,feminine,French
vague,feminine,French
vaguelette,feminine,French
vahiné,feminine,French
vaillance,feminine,French
vainqueuse,feminine,French
vaisselle,feminine,French
Valachie,feminine,French
Valaque,feminine,French
valentinite,feminine,French
valéral,feminine,French
valérianacée,feminine,French
valériane,feminine,French
valérianelle,feminine,French
Valérie,feminine,French
valérine,feminine,French
Valérius,feminine,French
valetaille,feminine,French
valeur,feminine,French
validation,feminine,French
valise,feminine,French
valkyrie,feminine,French
valoche,feminine,French
valorisation,feminine,French
valseuse,feminine,French
valvate,feminine,French
valve,feminine,French
valvée,feminine,French
valvule,feminine,French
vanadinite,feminine,French
Vancouveroise,feminine,French
Vancouvéroise,feminine,French
vandale,feminine,French
Vandeputte,feminine,French
vandoise,feminine,French
vanesse,feminine,French
vanille,feminine,French
vanilline,feminine,French
vannerie,feminine,French
vantardise,feminine,French
vanterie,feminine,French
vapeur,feminine,French
vaporisation,feminine,French
vapoteuse,feminine,French
varappe,feminine,French
varappeuse,feminine,French
variabilité,feminine,French
variable,feminine,French
variance,feminine,French
variante,feminine,French
variation,feminine,French
varice,feminine,French
varicelle,feminine,French
variole,feminine,French
Varsovie,feminine,French
Varsovienne,feminine,French
vascularisation,feminine,French
vascularité,feminine,French
vase,feminine,French
vasière,feminine,French
vasoconstriction,feminine,French
vasodilatation,feminine,French
vaticination,feminine,French
vatrouchka,feminine,French
Vauclusienne,feminine,French
vaudevilliste,feminine,French
vaurienne,feminine,French
vectorisation,feminine,French
vedette,feminine,French
végétalisation,feminine,French
végétarienne,feminine,French
végétation,feminine,French
veille,feminine,French
veine,feminine,French
veinule,feminine,French
vélarisation,feminine,French
véliplanchiste,feminine,French
velle,feminine,French
velléité,feminine,French
vélociste,feminine,French
vélocité,feminine,French
vélophile,feminine,French
véloroute,feminine,French
vélorution,feminine,French
vendange,feminine,French
vendangeuse,feminine,French
Vendée,feminine,French
vendetta,feminine,French
vendeuse,feminine,French
Vendômoise,feminine,French
venelle,feminine,French
vénération,feminine,French
vénéréologie,feminine,French
vènerie,feminine,French
vénerie,feminine,French
vénérologie,feminine,French
Vénétie,feminine,French
Vénézuélienne,feminine,French
vengeance,feminine,French
vengeresse,feminine,French
venimosité,feminine,French
vénitienne,feminine,French
u,masculine,French
ubac,masculine,French
Ubaye,masculine,French
udon,masculine,French
ufologue,masculine,French
ukrainien,masculine,French
Ukrainien,masculine,French
ukrainophone,masculine,French
ukulélé,masculine,French
Ularu,masculine,French
ultimatum,masculine,French
ultra,masculine,French
ultragauche,masculine,French
ultragauchiste,masculine,French
ultraléger,masculine,French
ultramontanisme,masculine,French
ultravide,masculine,French
ultraviolet,masculine,French
ululement,masculine,French
ulvospinelle,masculine,French
Ulysse,masculine,French
unanimisme,masculine,French
unanimiste,masculine,French
unau,masculine,French
unboxing,masculine,French
undécagone,masculine,French
undécane,masculine,French
underground,masculine,French
uniate,masculine,French
unibrassiste,masculine,French
unicaméralisme,masculine,French
unicycliste,masculine,French
unificateur,masculine,French
unifolié,masculine,French
uniforme,masculine,French
unijambiste,masculine,French
unilatéralisme,masculine,French
unioniste,masculine,French
unipartisme,masculine,French
unisson,masculine,French
unitarisme,masculine,French
univalve,masculine,French
univers,masculine,French
universaliste,masculine,French
universitaire,masculine,French
Untel,masculine,French
ununbium,masculine,French
uplet,masculine,French
upsilon,masculine,French
uracile,masculine,French
uræus,masculine,French
uranate,masculine,French
urane,masculine,French
uranien,masculine,French
uranisme,masculine,French
uraniste,masculine,French
uranium,masculine,French
uranocène,masculine,French
uranoscope,masculine,French
uranyle,masculine,French
urate,masculine,French
urbanisme,masculine,French
urbaniste,masculine,French
urdu,masculine,French
uréide,masculine,French
uretère,masculine,French
uréthane,masculine,French
uréthanne,masculine,French
urèthre,masculine,French
urgentiste,masculine,French
urgentologue,masculine,French
urinal,masculine,French
urinoir,masculine,French
uritrottoir,masculine,French
urobilinogène,masculine,French
urochrome,masculine,French
urodéum,masculine,French
urologiste,masculine,French
urologue,masculine,French
uromètre,masculine,French
urophile,masculine,French
uropode,masculine,French
urosperme,masculine,French
usage,masculine,French
usager,masculine,French
useneteur,masculine,French
usinage,masculine,French
ustensile,masculine,French
usufruit,masculine,French
usufruitier,masculine,French
usurier,masculine,French
usurpateur,masculine,French
ut,masculine,French
utérus,masculine,French
utilisateur,masculine,French
utilitarisme,masculine,French
utopisme,masculine,French
utopiste,masculine,French
utriculaire,masculine,French
utricule,masculine,French
uzbek,masculine,French
vacancier,masculine,French
vacarme,masculine,French
vacataire,masculine,French
vaccarèse,masculine,French
vaccin,masculine,French
vaccinogène,masculine,French
vaccinologue,masculine,French
vacher,masculine,French
vacherin,masculine,French
vacillement,masculine,French
vacuolome,masculine,French
vacuum,masculine,French
vagabondage,masculine,French
vagin,masculine,French
vagonet,masculine,French
vague,masculine,French
vaguemestre,masculine,French
Vahibé,masculine,French
vaincu,masculine,French
vainqueur,masculine,French
vaisseau,masculine,French
vaisselier,masculine,French
Valaque,masculine,French
valdingue,masculine,French
valdôtain,masculine,French
Valentin,masculine,French
valérate,masculine,French
waggine,feminine,French
wagnerolâtre,feminine,French
wahhabite,feminine,French
walkyrie,feminine,French
Wallonie,feminine,French
wallophone,feminine,French
Watteau,feminine,French
webcam,feminine,French
webcaméra,feminine,French
wikification,feminine,French
wikipédiste,feminine,French
winchester,feminine,French
withérite,feminine,French
wolframite,feminine,French
wulfénite,feminine,French
wustite,feminine,French
wüstite,feminine,French
wyandotte,feminine,French
xanthélasma,feminine,French
xanthène,feminine,French
xanthie,feminine,French
Xanthienne,feminine,French
xanthine,feminine,French
xanthophycée,feminine,French
xanthophylle,feminine,French
xanthopie,feminine,French
xanthopyrite,feminine,French
xanthotitane,feminine,French
xaphyllite,feminine,French
xénagie,feminine,French
xénélasie,feminine,French
xénobiologie,feminine,French
xénobiose,feminine,French
xénofugie,feminine,French
xénoglossie,feminine,French
xénographie,feminine,French
xénogreffe,feminine,French
xénopathie,feminine,French
xénophilie,feminine,French
xénophobe,feminine,French
xénophobie,feminine,French
xénotransplantation,feminine,French
xérasie,feminine,French
xéricité,feminine,French
xérocopie,feminine,French
xérodermie,feminine,French
xérographie,feminine,French
xérophagie,feminine,French
xérophilie,feminine,French
xérophtalmie,feminine,French
xérophthalmie,feminine,French
xérophyte,feminine,French
xérostomie,feminine,French
xérotribie,feminine,French
xette,feminine,French
xiphonite,feminine,French
xylidine,feminine,French
xylochimie,feminine,French
xylocryptite,feminine,French
xyloculture,feminine,French
xylodie,feminine,French
xyloglossie,feminine,French
xylographie,feminine,French
xyloïdine,feminine,French
xylolalie,feminine,French
xylolâtrie,feminine,French
xylolithe,feminine,French
xylologie,feminine,French
xylologue,feminine,French
xylométrie,feminine,French
xylopentaxophile,feminine,French
xylophagie,feminine,French
xylophoniste,feminine,French
xylopie,feminine,French
yamme,feminine,French
yarroshite,feminine,French
yashiva,feminine,French
yasseuse,feminine,French
Yasuko,feminine,French
yèble,feminine,French
Yégacée,feminine,French
Yéniche,feminine,French
Yennoise,feminine,French
yeomanerie,feminine,French
Yévroise,feminine,French
yéyé,feminine,French
yiddishophone,feminine,French
yogiste,feminine,French
yoguiste,feminine,French
Yolande,feminine,French
yolithe,feminine,French
Yougoslave,feminine,French
youkou,feminine,French
YouTubeuse,feminine,French
youvoi,feminine,French
yttrialite,feminine,French
yttrofluorite,feminine,French
Yui,feminine,French
Zacharienne,feminine,French
Zacharoise,feminine,French
zadiste,feminine,French
Zaessinguoise,feminine,French
zagharite,feminine,French
zahato,feminine,French
Zahliote,feminine,French
z'aigrette,feminine,French
zaïrianisation,feminine,French
zaïroise,feminine,French
vacancier,masculine,French
vacarme,masculine,French
vacataire,masculine,French
vaccarèse,masculine,French
vaccin,masculine,French
vaccinogène,masculine,French
vaccinologue,masculine,French
vacher,masculine,French
vacherin,masculine,French
vacillement,masculine,French
vacuolome,masculine,French
vacuum,masculine,French
vagabondage,masculine,French
vagin,masculine,French
vagonet,masculine,French
vague,masculine,French
vaguemestre,masculine,French
Vahibé,masculine,French
vaincu,masculine,French
vainqueur,masculine,French
vaisseau,masculine,French
vaisselier,masculine,French
Valaque,masculine,French
valdingue,masculine,French
valdôtain,masculine,French
Valentin,masculine,French
valérate,masculine,French
valérianate,masculine,French
Valérius,masculine,French
valet,masculine,French
Valier,masculine,French
vallonnement,masculine,French
valseur,masculine,French
vam,masculine,French
Vam,masculine,French
VAm,masculine,French
vanadate,masculine,French
vanadium,masculine,French
Vancouverois,masculine,French
vandale,masculine,French
Vandale,masculine,French
Vandeputte,masculine,French
vanillatté,masculine,French
vanillier,masculine,French
vannage,masculine,French
vanneau,masculine,French
vanneur,masculine,French
vannier,masculine,French
vapeur,masculine,French
vapocraquage,masculine,French
vapocraqueur,masculine,French
vapocuiseur,masculine,French
vaporisateur,masculine,French
vapoteur,masculine,French
Var,masculine,French
varan,masculine,French
varappeur,masculine,French
varec,masculine,French
varech,masculine,French
variant,masculine,French
variateur,masculine,French
variorum,masculine,French
vase,masculine,French
vasoconstricteur,masculine,French
vasodilateur,masculine,French
vassal,masculine,French
vasselage,masculine,French
Vauclusien,masculine,French
vaudeville,masculine,French
vaudevilliste,masculine,French
vaudou,masculine,French
vaurien,masculine,French
vauvert,masculine,French
vavasseur,masculine,French
vecteur,masculine,French
véda,masculine,French
végépâté,masculine,French
végétal,masculine,French
végétalien,masculine,French
végétalisme,masculine,French
végétarien,masculine,French
végétarisme,masculine,French
véhiculage,masculine,French
véhicule,masculine,French
veilleur,masculine,French
vêlage,masculine,French
vélar,masculine,French
véliplanchiste,masculine,French
vélite,masculine,French
vélo,masculine,French
vélociste,masculine,French
vélodrome,masculine,French
vélomoteur,masculine,French
vélophile,masculine,French
vélotaf,masculine,French
xanthélasma,feminine,French
xanthène,feminine,French
xanthie,feminine,French
Xanthienne,feminine,French
xanthine,feminine,French
xanthophycée,feminine,French
xanthophylle,feminine,French
xanthopie,feminine,French
xanthopyrite,feminine,French
xanthotitane,feminine,French
xaphyllite,feminine,French
xénagie,feminine,French
xénélasie,feminine,French
xénobiologie,feminine,French
xénobiose,feminine,French
xénofugie,feminine,French
xénoglossie,feminine,French
xénographie,feminine,French
xénogreffe,feminine,French
xénopathie,feminine,French
xénophilie,feminine,French
xénophobe,feminine,French
xénophobie,feminine,French
xénotransplantation,feminine,French
xérasie,feminine,French
xéricité,feminine,French
xérocopie,feminine,French
xérodermie,feminine,French
xérographie,feminine,French
xérophagie,feminine,French
xérophilie,feminine,French
xérophtalmie,feminine,French
xérophthalmie,feminine,French
xérophyte,feminine,French
xérostomie,feminine,French
xérotribie,feminine,French
xette,feminine,French
xiphonite,feminine,French
xylidine,feminine,French
xylochimie,feminine,French
xylocryptite,feminine,French
xyloculture,feminine,French
xylodie,feminine,French
xyloglossie,feminine,French
xylographie,feminine,French
xyloïdine,feminine,French
xylolalie,feminine,French
xylolâtrie,feminine,French
xylolithe,feminine,French
xylologie,feminine,French
xylologue,feminine,French
xylométrie,feminine,French
xylopentaxophile,feminine,French
xylophagie,feminine,French
xylophoniste,feminine,French
xylopie,feminine,French
yamme,feminine,French
yarroshite,feminine,French
yashiva,feminine,French
yasseuse,feminine,French
Yasuko,feminine,French
yèble,feminine,French
Yégacée,feminine,French
Yéniche,feminine,French
Yennoise,feminine,French
yeomanerie,feminine,French
Yévroise,feminine,French
yéyé,feminine,French
yiddishophone,feminine,French
yogiste,feminine,French
yoguiste,feminine,French
Yolande,feminine,French
yolithe,feminine,French
Yougoslave,feminine,French
youkou,feminine,French
YouTubeuse,feminine,French
youvoi,feminine,French
yttrialite,feminine,French
yttrofluorite,feminine,French
Yui,feminine,French
Zacharienne,feminine,French
Zacharoise,feminine,French
zadiste,feminine,French
Zaessinguoise,feminine,French
zagharite,feminine,French
zahato,feminine,French
Zahliote,feminine,French
z'aigrette,feminine,French
zaïrianisation,feminine,French
zaïroise,feminine,French
Zaïroise,feminine,French
zakât,feminine,French
Zalanaise,feminine,French
zamenis,feminine,French
zaouia,feminine,French
zapatiste,feminine,French
zapette,feminine,French
zapornie,feminine,French
Zaporojié,feminine,French
zappeuse,feminine,French
Zarabe,feminine,French
zarbiste,feminine,French
zarmaphone,feminine,French
zaubette,feminine,French
Zaventemienne,feminine,French
zawiya,feminine,French
zawiyah,feminine,French
zaydiste,feminine,French
zaydite,feminine,French
Zazie,feminine,French
zazoua,feminine,French
zbib,feminine,French
zéaxanthine,feminine,French
zébib,feminine,French
zébrelle,feminine,French
zébresse,feminine,French
zébrette,feminine,French
zébrure,feminine,French
wafer,masculine,French
wagnerolâtre,masculine,French
wagonnet,masculine,French
wahhabite,masculine,French
wallingantisme,masculine,French
wallophone,masculine,French
wampi,masculine,French
wapiti,masculine,French
warfarine,masculine,French
wargame,masculine,French
warning,masculine,French
warrant,masculine,French
water,masculine,French
watergang,masculine,French
watt,masculine,French
Watteau,masculine,French
wattheure,masculine,French
webcast,masculine,French
webinaire,masculine,French
webmaster,masculine,French
weekend,masculine,French
wehnelt,masculine,French
wendat,masculine,French
wergeld,masculine,French
wesh,masculine,French
western,masculine,French
Westphalien,masculine,French
wheeling,masculine,French
whig,masculine,French
whiskey,masculine,French
whisky,masculine,French
whist,masculine,French
widget,masculine,French
wiki,masculine,French
wikipédiste,masculine,French
Wiktionnaire,masculine,French
winch,masculine,French
windsurf,masculine,French
winstub,masculine,French
wintergreen,masculine,French
wishbone,masculine,French
witloof,masculine,French
Wix,masculine,French
wombat,masculine,French
won,masculine,French
woofer,masculine,French
yamme,feminine,French
yarroshite,feminine,French
yashiva,feminine,French
yasseuse,feminine,French
Yasuko,feminine,French
yèble,feminine,French
Yégacée,feminine,French
Yéniche,feminine,French
Yennoise,feminine,French
yeomanerie,feminine,French
Wousung,masculine,French
wronskien,masculine,French
xanthane,masculine,French
xanthoderme,masculine,French
xanthome,masculine,French
xare,masculine,French
xénarthe,masculine,French
xénarthre,masculine,French
xénate,masculine,French
xénie,masculine,French
xénisme,masculine,French
xénoantigène,masculine,French
xénobiotique,masculine,French
Xénocrate,masculine,French
xénodiagnostic,masculine,French
xénodoque,masculine,French
xénolexique,masculine,French
xénolithe,masculine,French
xénonate,masculine,French
Yévroise,feminine,French
yéyé,feminine,French
yiddishophone,feminine,French
yogiste,feminine,French
yoguiste,feminine,French
Yolande,feminine,French
yolithe,feminine,French
Yougoslave,feminine,French
youkou,feminine,French
YouTubeuse,feminine,French
youvoi,feminine,French
yttrialite,feminine,French
yttrofluorite,feminine,French
Yui,feminine,French
xénophobe,masculine,French
Xénophon,masculine,French
xénotime,masculine,French
xénotropisme,masculine,French
xérès,masculine,French
xérophage,masculine,French
xhosa,masculine,French
xi,masculine,French
xiphophore,masculine,French
xoanon,masculine,French
xylaloë,masculine,French
xylème,masculine,French
xylène,masculine,French
xylénol,masculine,French
xylharmonicon,masculine,French
xylofer,masculine,French
xylogène,masculine,French
xylol,masculine,French
xylolâtre,masculine,French
xylologue,masculine,French
xylonide,masculine,French
xylopale,masculine,French
xylopentaxophile,masculine,French
xylophage,masculine,French
xylophoniste,masculine,French
xylorimba,masculine,French
xylostome,masculine,French
xyste,masculine,French
Zacharienne,feminine,French
Zacharoise,feminine,French
zadiste,feminine,French
Zaessinguoise,feminine,French
zagharite,feminine,French
zahato,feminine,French
Zahliote,feminine,French
z'aigrette,feminine,French
zaïrianisation,feminine,French
zaïroise,feminine,French
Zaïroise,feminine,French
zakât,feminine,French
Zalanaise,feminine,French
zamenis,feminine,French
zaouia,feminine,French
zapatiste,feminine,French
zapette,feminine,French
zapornie,feminine,French
Zaporojié,feminine,French
zappeuse,feminine,French
Zarabe,feminine,French
zarbiste,feminine,French
zarmaphone,feminine,French
zaubette,feminine,French
Zaventemienne,feminine,French
zawiya,feminine,French
zawiyah,feminine,French
zaydiste,feminine,French
zaydite,feminine,French
Zazie,feminine,French
zazoua,feminine,French
zbib,feminine,French
zéaxanthine,feminine,French
zébib,feminine,French
zébrelle,feminine,French
zébresse,feminine,French
zébrette,feminine,French
zébrure,feminine,French
zébue,feminine,French
zébute,feminine,French
zédoarine,feminine,French
Zegerscappeloise,feminine,French
Zehnackeroise,feminine,French
zéine,feminine,French
Zeinheimoise,feminine,French
zelabia,feminine,French
Zélande,feminine,French
zélatrice,feminine,French
Zellenbergeoise,feminine,French
Zellwilleroise,feminine,French
zénaie,feminine,French
zénitude,feminine,French
zénobie,feminine,French
Zénobie,feminine,French
Zénonienne,feminine,French
zéolite,feminine,French
zéolithe,feminine,French
zéphirine,feminine,French
Zéphirinienne,feminine,French
zériba,feminine,French
Zermezeeloise,feminine,French
zermi,feminine,French
zerouata,feminine,French
zesteuse,feminine,French
zétamétrie,feminine,French
zétète,feminine,French
zététicienne,feminine,French
zetla,feminine,French
Zétrudoise,feminine,French
zettaseconde,feminine,French
Zettingeoise,feminine,French
zeuxite,feminine,French
Zicavaise,feminine,French
zicmu,feminine,French
ziggourat,feminine,French
Zigliaraise,feminine,French
Zignéraise,feminine,French
zigouillette,feminine,French
zigounette,feminine,French
ziguéline,feminine,French
zigzagure,feminine,French
zikmu,feminine,French
zikri,feminine,French
Ziliaise,feminine,French
xanthane,masculine,French
xanthoderme,masculine,French
xanthome,masculine,French
xare,masculine,French
xénarthe,masculine,French
xénarthre,masculine,French
xénate,masculine,French
xénie,masculine,French
xénisme,masculine,French
xénoantigène,masculine,French
xénobiotique,masculine,French
Xénocrate,masculine,French
xénodiagnostic,masculine,French
xénodoque,masculine,French
xénolexique,masculine,French
xénolithe,masculine,French
xénonate,masculine,French
xénophobe,masculine,French
Xénophon,masculine,French
xénotime,masculine,French
xénotropisme,masculine,French
xérès,masculine,French
xérophage,masculine,French
xhosa,masculine,French
xi,masculine,French
xiphophore,masculine,French
xoanon,masculine,French
xylaloë,masculine,French
xylème,masculine,French
xylène,masculine,French
xylénol,masculine,French
xylharmonicon,masculine,French
xylofer,masculine,French
xylogène,masculine,French
xylol,masculine,French
xylolâtre,masculine,French
xylologue,masculine,French
xylonide,masculine,French
xylopale,masculine,French
xylopentaxophile,masculine,French
xylophage,masculine,French
xylophoniste,masculine,French
xylorimba,masculine,French
xylostome,masculine,French
xyste,masculine,French
yable,masculine,French
yagé,masculine,French
yaghnobi,masculine,French
yagtan,masculine,French
yamakasi,masculine,French
Yémen,masculine,French
yéniche,masculine,French
Yéniche,masculine,French
yerni,masculine,French
yéti,masculine,French
yéyé,masculine,French
yiddishophone,masculine,French
yindjibarndi,masculine,French
ylure,masculine,French
Yo,masculine,French
yobioctet,masculine,French
yoctokatal,masculine,French
yodleur,masculine,French
yogisme,masculine,French
yogiste,masculine,French
yoguiste,masculine,French
yohimbehe,masculine,French
yolier,masculine,French
yottaoctet,masculine,French
Yougoslave,masculine,French
youkou,masculine,French
youpala,masculine,French
Zacharienne,feminine,French
Zacharoise,feminine,French
zadiste,feminine,French
Zaessinguoise,feminine,French
zagharite,feminine,French
zahato,feminine,French
Zahliote,feminine,French
z'aigrette,feminine,French
zaïrianisation,feminine,French
zaïroise,feminine,French
Zaïroise,feminine,French
zakât,feminine,French
Zalanaise,feminine,French
zamenis,feminine,French
zaouia,feminine,French
zapatiste,feminine,French
zapette,feminine,French
zapornie,feminine,French
Zaporojié,feminine,French
zappeuse,feminine,French
Zarabe,feminine,French
zarbiste,feminine,French
zarmaphone,feminine,French
zaubette,feminine,French
Zaventemienne,feminine,French
zawiya,feminine,French
zawiyah,feminine,French
zaydiste,feminine,French
zaydite,feminine,French
Zazie,feminine,French
zazoua,feminine,French
zbib,feminine,French
zéaxanthine,feminine,French
zébib,feminine,French
zébrelle,feminine,French
zébresse,feminine,French
zébrette,feminine,French
zébrure,feminine,French
zébue,feminine,French
zébute,feminine,French
zédoarine,feminine,French
Zegerscappeloise,feminine,French
Zehnackeroise,feminine,French
zéine,feminine,French
Zeinheimoise,feminine,French
zelabia,feminine,French
Zélande,feminine,French
zélatrice,feminine,French
Zellenbergeoise,feminine,French
Zellwilleroise,feminine,French
zénaie,feminine,French
zénitude,feminine,French
zénobie,feminine,French
Zénobie,feminine,French
Zénonienne,feminine,French
zéolite,feminine,French
zéolithe,feminine,French
zéphirine,feminine,French
Zéphirinienne,feminine,French
zériba,feminine,French
Zermezeeloise,feminine,French
zermi,feminine,French
zerouata,feminine,French
zesteuse,feminine,French
zétamétrie,feminine,French
zétète,feminine,French
zététicienne,feminine,French
zetla,feminine,French
Zétrudoise,feminine,French
zettaseconde,feminine,French
Zettingeoise,feminine,French
zeuxite,feminine,French
Zicavaise,feminine,French
zicmu,feminine,French
ziggourat,feminine,French
Zigliaraise,feminine,French
Zignéraise,feminine,French
zigouillette,feminine,French
zigounette,feminine,French
ziguéline,feminine,French
zigzagure,feminine,French
zikmu,feminine,French
zikri,feminine,French
Ziliaise,feminine,French
zillerthite,feminine,French
Zillingeoise,feminine,French
Zillisheimoise,feminine,French
Zimbabwéenne,feminine,French
zimmerwaldiste,feminine,French
Zimmingeoise,feminine,French
zinckénite,feminine,French
zincographe,feminine,French
